species,gridlat,gridlon,d18oc,d18osw,t_annual,t_seasonal,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
G. bulloides,43.5,-30.5,0.27,0.7354058027267456,16.59730339050293,16.59730339050293,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,43.5,-29.5,0.2,0.7318755984306335,16.519432067871094,16.519432067871094,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,43.5,-24.5,0.64,0.7181207537651062,16.22450065612793,16.22450065612793,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,43.5,-20.5,0.7,0.7130524516105652,15.965274810791016,15.965274810791016,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,44.5,-24.5,0.5700000000000001,0.6947681307792664,15.753201484680176,15.753201484680176,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,44.5,-20.5,0.7,0.6897323131561279,15.546648979187012,15.546648979187012,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,45.5,-27.5,0.86,0.6697179079055786,15.393128395080566,15.393128395080566,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,45.5,-25.5,0.41,0.6713877320289612,15.315922737121582,15.315922737121582,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,45.5,-24.5,0.47,0.6711506247520447,15.277762413024902,15.277762413024902,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,45.5,-23.5,0.68,0.6715365648269653,15.243657112121582,15.243657112121582,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,45.5,-3.5,1.47,0.5030682682991028,15.20372486114502,15.20372486114502,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,46.5,-25.5,0.76,0.6442744731903076,14.820091247558594,14.820091247558594,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,46.5,-23.5,0.96,0.6469382047653198,14.78551197052002,14.78551197052002,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,47.5,-21.5,0.97,0.6101452112197876,14.339701652526855,14.339701652526855,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,47.5,-20.5,0.9400000000000001,0.611230194568634,14.343104362487793,14.343104362487793,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,47.5,-8.5,0.6,0.5664709806442261,14.04757308959961,14.04757308959961,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,48.5,-25.5,0.59,0.571251392364502,13.781460762023926,13.781460762023926,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,50.5,-27.5,1.2,0.4516538977622986,12.422776222229004,12.422776222229004,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,50.5,-26.5,1.05,0.4638092815876007,12.540575981140137,12.540575981140137,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,50.5,-21.5,0.86,0.5127182006835938,13.001736640930176,13.001736640930176,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,50.5,167.5,2.1666667,-0.6470322608947754,5.459573745727539,7.3640546798706055,0,0,0,0,0,1,1,1,1,1,1,1
G. bulloides,51.5,-25.5,1.17,0.4394865334033966,12.085742950439453,12.085742950439453,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,51.5,-20.5,1.09,0.4987237751483917,12.653124809265137,12.653124809265137,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,52.5,-36.5,1.69,0.1774383783340454,8.912692070007324,8.912692070007324,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,52.5,-35.5,1.615,0.1961231380701065,9.064339637756348,9.064339637756348,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,52.5,-22.5,1.31,0.4457421898841858,12.03011703491211,12.03011703491211,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,52.5,-20.5,0.64,0.4773448705673218,12.266329765319824,12.266329765319824,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,53.5,-33.5,1.59,0.21322904527187347,8.906184196472168,8.906184196472168,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,53.5,-27.5,1.35,0.35287103056907654,10.636134147644043,10.636134147644043,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,53.5,-20.5,1.04,0.4599928855895996,11.91183090209961,11.91183090209961,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,53.5,-19.5,1.02,0.4744543433189392,12.016815185546875,12.016815185546875,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,54.5,-149.5,2.28,-0.8052250146865845,7.090404987335205,7.090404987335205,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,54.5,-148.5,2.26,-0.8056355714797974,7.144660472869873,7.144660472869873,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,54.5,-16.5,0.8566666666666666,0.48784971237182617,11.85547924041748,11.85547924041748,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,55.5,-28.5,1.44,0.3122713565826416,9.643126487731934,9.643126487731934,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,55.5,-20.5,1.08,0.43579190969467163,11.254100799560547,11.254100799560547,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,55.5,-14.5,1.1225,0.48102322220802307,11.564017295837402,11.564017295837402,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,56.5,-27.5,1.5659999999999998,0.32735615968704224,9.666728019714355,9.666728019714355,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,57.5,-29.5,1.4454756765945198,0.2873067557811737,8.938699722290039,8.938699722290039,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,57.5,-25.5,1.76,0.35698753595352173,9.910441398620605,9.910441398620605,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,57.5,-10.5,1.19333333333333,0.44448381662368774,11.023123741149902,11.023123741149902,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,58.5,-25.5,1.55,0.3552604019641876,9.650930404663086,9.650930404663086,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,58.5,-20.5,1.85,0.4058992266654968,10.335232734680176,10.335232734680176,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,58.5,-16.5,1.54,0.4366561472415924,10.517659187316895,10.517659187316895,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,58.5,-10.5,1.17,0.4404231905937195,10.69990062713623,10.69990062713623,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,59.5,-27.5,1.72,0.30823174118995667,8.966917037963867,8.966917037963867,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,59.5,-9.5,1.3,0.43272829055786133,10.31418514251709,10.31418514251709,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,60.5,-22.5,1.58,0.37620994448661804,9.535801887512207,9.535801887512207,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,60.5,-12.5,1.4,0.421509712934494,9.929306983947754,9.929306983947754,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,60.5,-7.5,1.3,0.42580825090408325,9.73339557647705,9.73339557647705,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,61.5,-16.5,1.6,0.4029079079627991,9.705389976501465,9.705389976501465,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,61.5,-3.5,1.2,0.4232507348060608,9.136723518371582,9.136723518371582,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,62.5,-30.5,1.95,0.20827920734882355,7.634574890136719,7.634574890136719,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,62.5,-29.5,1.82,0.2191952019929886,7.801605224609375,7.801605224609375,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,62.5,-17.5,1.66,0.3890323340892792,9.347357749938965,9.347357749938965,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,62.5,-2.5,1.665,0.4102822244167328,8.66336441040039,8.66336441040039,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,62.5,1.5,1.6,0.2946374714374542,9.239733695983887,9.239733695983887,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,62.5,3.5,1.3,0.19717685878276825,9.372664451599121,9.372664451599121,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,63.5,-29.5,1.84,0.13089166581630707,7.311511993408203,7.311511993408203,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,63.5,-28.5,1.7766666666666666,0.16476039588451385,7.4398040771484375,7.4398040771484375,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,63.5,-27.5,1.93,0.2127852439880371,7.57562780380249,7.57562780380249,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,63.5,-25.5,1.93,0.29245948791503906,7.983846664428711,7.983846664428711,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,63.5,-13.5,1.55,0.33591386675834656,8.155245780944824,8.155245780944824,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,63.5,0.5,1.4,0.36279621720314026,8.686576843261719,8.686576843261719,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,63.5,1.5,1.5,0.3279974162578583,8.861336708068848,8.861336708068848,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,63.5,2.5,1.3,0.2890024483203888,9.004260063171387,9.004260063171387,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,63.5,3.5,1.4,0.24975982308387756,9.123290061950684,9.123290061950684,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,64.5,-29.5,1.815,-0.031654320657253265,6.475654125213623,6.475654125213623,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,64.5,-28.5,1.75,0.02924380637705326,6.592968463897705,6.592968463897705,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,64.5,-12.5,1.7,0.28556904196739197,6.8576979637146,6.8576979637146,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,64.5,-0.5,1.55,0.3925558030605316,8.05099868774414,8.05099868774414,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,65.5,-28.5,1.81,-0.1632288545370102,5.336759567260742,5.336759567260742,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,65.5,-7.5,2.5,0.31119537353515625,5.32793664932251,6.449130058288574,0,0,0,0,1,1,1,1,1,1,1,1
G. bulloides,65.5,-4.5,2.0999999999999996,0.3548789322376251,6.262765884399414,6.262765884399414,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,65.5,-3.5,1.9,0.36854442954063416,6.625158786773682,6.625158786773682,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,65.5,-2.5,1.6,0.3809415102005005,6.993230819702148,6.993230819702148,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,65.5,-0.5,2.21,0.3940959572792053,7.690374374389648,7.690374374389648,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,66.5,-0.5,1.8,0.390330970287323,7.387826442718506,7.387826442718506,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,66.5,1.5,1.8,0.3944609761238098,7.944730281829834,7.944730281829834,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,66.5,2.5,1.8,0.3881097733974457,8.141866683959961,8.141866683959961,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,66.5,4.5,2.23,0.3546005189418793,8.436864852905273,8.436864852905273,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,66.5,6.5,1.76,0.2929205000400543,8.570098876953125,8.570098876953125,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,66.5,7.5,1.79,0.24619077146053314,8.591906547546387,8.591906547546387,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,66.5,8.5,1.69,0.1901005506515503,8.597798347473145,8.597798347473145,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,67.5,-6.5,2.45,0.2838533818721771,4.761532306671143,6.730233669281006,0,0,0,0,0,1,1,1,1,1,1,0
G. bulloides,67.5,1.5,2.23,0.39600974321365356,7.646267414093018,7.646267414093018,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,67.5,2.5,2.15,0.3974965214729309,7.845803737640381,7.845803737640381,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,67.5,5.5,1.92,0.3582559823989868,8.181960105895996,8.181960105895996,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,67.5,7.5,2.26,0.28390395641326904,8.263520240783691,8.263520240783691,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,67.5,8.5,2.105,0.2316969782114029,8.266304969787598,8.266304969787598,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,67.5,11.5,1.82,0.09143950045108795,8.0184965133667,8.0184965133667,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,68.5,0.5,2.145,0.3754778802394867,6.994565963745117,6.994565963745117,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,68.5,1.5,2.34,0.38509854674339294,7.210357189178467,7.210357189178467,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,68.5,4.5,1.97,0.39057043194770813,7.667261123657227,7.667261123657227,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,68.5,12.5,1.7533333333333332,0.1357610821723938,7.764984607696533,7.764984607696533,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,70.5,-2.5,2.1,0.2690660059452057,4.637596607208252,5.913771629333496,0,0,0,0,0,1,1,1,1,1,1,1
G. bulloides,70.5,-0.5,2.38,0.3000507056713104,5.241883754730225,5.927622318267822,1,0,0,0,1,1,1,1,1,1,1,1
G. bulloides,70.5,3.5,2.1,0.3538399040699005,6.1724066734313965,6.1724066734313965,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,70.5,16.5,1.98,0.20669934153556824,7.456948757171631,7.456948757171631,1,1,1,1,1,1,1,1,1,1,1,1
G. bulloides,71.5,15.5,2.21,0.2416583150625229,6.814669132232666,6.814669132232666,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-45.5,174.5,1.59,0.09277549386024475,10.91064167022705,13.783699989318848,1,1,1,0,0,0,0,0,0,0,0,0
G. ruber,-41.5,13.5,0.4416,0.1560819000005722,13.277010917663574,14.302936553955078,1,0,1,1,0,0,0,0,0,0,0,0
G. ruber,-40.5,13.5,0.23099999999999998,0.23643510043621063,14.648250579833984,15.703333854675293,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-35.5,18.5,-0.031799999999999995,0.4932597577571869,18.326322555541992,20.388763427734375,1,1,1,0,0,0,0,0,0,0,0,0
G. ruber,-34.5,17.5,-0.7050000000000001,0.48824211955070496,17.659364700317383,19.463899612426758,1,1,0,0,0,0,0,0,0,0,0,1
G. ruber,-32.5,-36.5,-0.48,0.7056183815002441,19.906660079956055,22.606332778930664,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-32.5,-27.5,-0.28,0.6456773281097412,19.79071807861328,22.7069034576416,1,1,1,0,0,0,0,0,0,0,0,0
G. ruber,-31.5,-36.5,-0.38,0.7504514455795288,20.560426712036133,23.291162490844727,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-31.5,-35.5,-0.095,0.7374300956726074,20.517812728881836,23.258697509765625,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-31.5,-30.5,-0.51,0.693223237991333,20.420103073120117,23.2427978515625,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-31.5,-29.5,-0.9,0.6901857852935791,20.433462142944336,23.324644088745117,1,1,1,0,0,0,0,0,0,0,0,0
G. ruber,-31.5,-28.5,0.105,0.6887790560722351,20.44253921508789,23.398963928222656,1,1,1,0,0,0,0,0,0,0,0,0
G. ruber,-30.5,-38.5,-0.18,0.834179162979126,21.31354522705078,23.803028106689453,1,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-30.5,-37.5,-0.46,0.8167180418968201,21.26267433166504,23.752031326293945,1,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-29.5,-45.5,-1.09,0.9123021364212036,22.418291091918945,24.142148971557617,1,1,1,1,1,0,0,0,0,0,0,1
G. ruber,-29.5,13.5,-0.6666666666666666,0.4728974997997284,17.743099212646484,20.024133682250977,1,1,1,0,0,0,0,0,0,0,0,0
G. ruber,-28.5,-31.5,-0.97,0.8565335273742676,22.183815002441406,24.45071792602539,1,1,1,1,1,0,0,0,0,0,0,0
G. ruber,-27.5,-46.5,-0.7281667095422747,0.8720194697380066,23.193220138549805,24.711902618408203,1,1,1,1,1,0,0,0,0,0,1,1
G. ruber,-27.5,-45.5,-1.137952983379365,0.9149347543716431,23.19733428955078,24.94166374206543,1,1,1,1,1,0,0,0,0,0,0,1
G. ruber,-26.5,-46.5,-1.15,0.8647946119308472,23.34181785583496,24.88609504699707,1,1,1,1,1,0,0,0,0,0,1,1
G. ruber,-26.5,5.5,-1.34,0.6479130387306213,19.654191970825195,21.88686180114746,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-25.5,-12.5,-0.45799999999999996,0.9839316606521606,22.540695190429688,24.308137893676758,1,1,1,1,1,0,0,0,0,0,0,1
G. ruber,-25.5,5.5,0.45,0.647620439529419,19.776517868041992,22.01006507873535,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-24.5,-15.5,-0.45299999999999996,1.0472906827926636,23.132280349731445,24.536039352416992,1,1,1,1,1,1,0,0,0,0,0,1
G. ruber,-24.5,-14.5,-0.38299999999999995,1.0381561517715454,23.02385139465332,24.420574188232422,1,1,1,1,1,1,0,0,0,0,0,1
G. ruber,-24.5,5.5,0.04,0.6479424238204956,19.892656326293945,22.13750648498535,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-24.5,6.5,-0.55,0.6224589347839355,19.71951675415039,21.982437133789062,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-22.5,5.5,-0.75,0.6631850004196167,20.12051010131836,22.428503036499023,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-21.5,-39.5,-1.2366666666666666,1.1593528985977173,25.485061645507812,25.485061645507812,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-21.5,-38.5,-1.64,1.1679892539978027,25.488508224487305,25.488508224487305,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-21.5,-8.5,-0.166,0.9669318795204163,22.494842529296875,24.236318588256836,1,1,1,1,1,0,0,0,0,0,0,0
G. ruber,-21.5,5.5,-0.96,0.6809985041618347,20.23606300354004,22.592660903930664,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-21.5,8.5,-0.78,0.6078618168830872,19.497737884521484,21.88210105895996,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-20.5,-39.5,-1.4849999999999999,1.1434184312820435,25.7015323638916,25.7015323638916,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-20.5,-12.5,-0.97,1.0139247179031372,23.13758087158203,24.19162940979004,1,1,1,1,1,1,0,0,0,0,0,1
G. ruber,-20.5,8.5,-0.7322,0.639690637588501,19.554689407348633,22.0268611907959,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-20.5,36.5,-1.8699999999999999,0.43789756298065186,26.271718978881836,26.271718978881836,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-20.5,112.5,-1.7102675269,0.4156769812107086,25.596940994262695,25.596940994262695,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-19.5,-11.5,0.109,0.9774192571640015,23.002145767211914,24.0363712310791,1,1,1,1,1,1,0,0,0,0,0,1
G. ruber,-19.5,37.5,-2.04,0.4347999095916748,26.51673126220703,26.51673126220703,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-18.5,37.5,-2.17,0.4298340976238251,26.638978958129883,26.638978958129883,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-18.5,38.5,-1.98,0.4309566915035248,26.849565505981445,26.849565505981445,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-17.5,-15.5,-0.649,0.9521702527999878,23.76542854309082,24.289085388183594,1,1,1,1,1,1,1,0,0,0,1,1
G. ruber,-17.5,11.5,-1.6400000000000001,0.7274574041366577,17.404043197631836,20.40070152282715,0,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-17.5,42.5,-2.315,0.42485281825065613,27.19313621520996,27.19313621520996,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-16.5,-5.5,-0.765,0.8824355006217957,22.299516677856445,23.792984008789062,1,1,1,1,1,1,0,0,0,0,0,0
G. ruber,-16.5,40.5,-2.202,0.4237472414970398,27.227933883666992,27.227933883666992,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-16.5,41.5,-2.315,0.4226568043231964,27.25364875793457,27.25364875793457,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-15.5,-17.5,-1.27,0.9298321604728699,24.389001846313477,24.389001846313477,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-15.5,-14.5,-1.08,0.919590950012207,23.892860412597656,24.2218017578125,1,1,1,1,1,1,1,0,0,1,1,1
G. ruber,-15.5,-11.5,-1.11,0.9106283187866211,23.39861488342285,24.163734436035156,1,1,1,1,1,1,1,0,0,0,0,1
G. ruber,-15.5,-10.5,-0.91,0.9072660207748413,23.265649795532227,24.03597640991211,1,1,1,1,1,1,1,0,0,0,0,1
G. ruber,-15.5,-9.5,-0.89,0.903468132019043,23.126256942749023,24.4050350189209,1,1,1,1,1,1,0,0,0,0,0,0
G. ruber,-15.5,119.5,-2.67,0.35939353704452515,27.950307846069336,27.950307846069336,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-14.5,120.5,-2.8,0.34918466210365295,28.180086135864258,28.180086135864258,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-13.5,119.5,-2.74,0.3339526355266571,28.27776527404785,28.27776527404785,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-13.5,121.5,-2.8683333333333336,0.3410831391811371,28.3396053314209,28.3396053314209,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-12.5,-13.5,-0.32,0.8943209052085876,24.544736862182617,24.544736862182617,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-12.5,112.5,-1.9849999999999999,0.30962520837783813,27.996871948242188,27.996871948242188,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-12.5,121.5,-2.83,0.33095818758010864,28.392730712890625,28.392730712890625,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-12.5,122.5,-2.505,0.33571428060531616,28.44542121887207,28.44542121887207,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-11.5,10.5,-1.46,0.7383171916007996,24.382089614868164,25.429527282714844,1,1,1,1,1,1,0,0,0,1,1,1
G. ruber,-11.5,11.5,-1.7333333333333334,0.7272136211395264,24.544679641723633,25.640365600585938,1,1,1,1,1,1,0,0,0,1,1,1
G. ruber,-11.5,12.5,-1.61,0.7176336646080017,24.740018844604492,25.86650276184082,1,1,1,1,1,1,0,0,0,1,1,1
G. ruber,-11.5,13.5,-1.7099654928555048,0.7176336646080017,24.917587280273438,26.009014129638672,1,1,1,1,1,1,0,0,0,1,1,1
G. ruber,-11.5,121.5,-2.73,0.31858399510383606,28.37755012512207,28.37755012512207,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-11.5,122.5,-2.8049999999999997,0.32397371530532837,28.457551956176758,28.457551956176758,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-10.5,-13.5,-1.24,0.8663602471351624,25.145179748535156,25.145179748535156,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-10.5,-12.5,-1.27,0.8646688461303711,25.042192459106445,25.042192459106445,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-10.5,120.5,-2.7775,0.2957068383693695,28.380523681640625,28.380523681640625,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-10.5,125.5,-2.823,0.3272385597229004,28.65232276916504,28.65232276916504,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,-34.5,-1.86,0.873788595199585,27.28873634338379,27.28873634338379,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,-10.5,-1.061,0.8468648195266724,25.10802459716797,25.10802459716797,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,108.5,-2.13,0.26311764121055603,27.884916305541992,27.884916305541992,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,109.5,-2.725,0.26600882411003113,27.90144920349121,27.90144920349121,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,111.5,-2.91,0.26839619874954224,27.90672492980957,27.90672492980957,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,112.5,-2.9925,0.2665706276893616,27.860994338989258,27.860994338989258,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,113.5,-2.98,0.26328834891319275,27.824003219604492,27.824003219604492,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,114.5,-2.5273874398,0.26007184386253357,27.851999282836914,27.851999282836914,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,116.5,-2.37,0.2582346796989441,28.07254981994629,28.07254981994629,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,118.5,-2.7507142857142854,0.2649971331868853,28.276748657226562,28.276748657226562,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,121.5,-2.8466666666666662,0.2752479116121928,27.981552124023438,27.981552124023438,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,127.5,-2.795,0.3149345815181732,28.72515869140625,28.72515869140625,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,129.5,-2.68,0.31188446283340454,28.411849975585938,28.411849975585938,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-9.5,144.5,-2.51,0.32576578855514526,27.54443359375,27.54443359375,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-8.5,-33.5,-1.4644444444444444,0.8733784026569791,27.5819149017334,27.5819149017334,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-8.5,-14.5,-1.4409999999999998,0.8365113139152527,25.702829360961914,25.702829360961914,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-8.5,-10.5,-1.2169183333333349,0.8304137587547302,25.352083206176758,25.352083206176758,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-8.5,107.5,-2.75,0.22585627436637878,27.947057723999023,27.947057723999023,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-8.5,108.5,-2.78,0.2249138057231903,27.906267166137695,27.906267166137695,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-8.5,109.5,-2.76,0.22693777084350586,27.9251651763916,27.9251651763916,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-8.5,110.5,-2.64,0.26822027564048767,27.86207389831543,27.86207389831543,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-8.5,128.5,-2.8,0.2996434271335602,28.31517219543457,28.31517219543457,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-7.5,-167.5,-1.64,0.46339380741119385,29.017724990844727,29.017724990844727,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-7.5,-10.5,-1.455,0.8144123554229736,25.534652709960938,25.534652709960938,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-7.5,40.5,-2.26,0.44357120990753174,27.462860107421875,27.462860107421875,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-7.5,104.5,-2.92,0.21313542127609253,28.268678665161133,28.268678665161133,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-7.5,106.5,-2.87,0.22585627436637878,28.39301300048828,28.39301300048828,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-7.5,115.5,-3.082,0.1732652187347412,28.72608757019043,28.72608757019043,1,1,1,1,1,1,1,1,1,1,1,1
