species,gridlat,gridlon,d18oc,d18osw,t_annual,t_seasonal,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
G. ruber,-7.5,125.5,-2.39,0.270859032869339,28.459442138671875,28.459442138671875,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-6.5,-7.5,-1.35,0.7939720153808594,25.433340072631836,25.433340072631836,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-6.5,0.5,-1.27,0.7592369318008423,25.262575149536133,25.262575149536133,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-6.5,8.5,-1.62,0.6096523404121399,25.94915199279785,25.94915199279785,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-6.5,10.5,-1.7833333333333332,0.5688601136207581,25.874832153320312,26.197107315063477,1,1,1,1,1,1,1,0,1,1,1,1
G. ruber,-6.5,11.5,-1.76,0.5503532886505127,25.980195999145508,26.304716110229492,1,1,1,1,1,1,1,0,1,1,1,1
G. ruber,-6.5,102.5,-2.9349999999999996,0.2080875188112259,28.397489547729492,28.397489547729492,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-6.5,103.5,-2.865,0.19612175226211548,28.35215950012207,28.35215950012207,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-5.5,-106.5,-1.61,0.3999630808830261,24.81783103942871,24.81783103942871,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-5.5,-33.5,-0.762,0.8323408365249634,27.349576950073242,27.349576950073242,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-5.5,-15.5,-1.82,0.8014522194862366,26.052581787109375,26.052581787109375,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-5.5,-11.5,-1.67,0.7890089154243469,25.77100372314453,25.77100372314453,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-5.5,-10.5,-1.7326666666666668,0.7865786552429199,25.696746826171875,25.696746826171875,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-5.5,-9.5,-1.6342266666666698,0.7841969728469849,25.623624801635742,25.623624801635742,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-5.5,-8.5,-1.51,0.7815830707550049,25.561010360717773,25.561010360717773,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-5.5,-1.5,-1.43,0.754341185092926,25.42059898376465,25.42059898376465,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-5.5,11.5,-1.8166666666666664,0.5218501687049866,25.62285041809082,26.35074234008789,1,1,1,1,1,1,0,0,1,1,1,1
G. ruber,-5.5,101.5,-3.07,0.1904105395078659,28.590356826782227,28.590356826782227,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-5.5,103.5,-3.016,0.15800155699253082,28.339401245117188,28.339401245117188,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-5.5,126.5,-2.56,0.2663074731826782,28.397974014282227,28.397974014282227,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-4.5,-36.5,-1.79,0.8221939206123352,27.28460693359375,27.28460693359375,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-4.5,-15.5,-1.473,0.792962372303009,26.028284072875977,26.028284072875977,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-4.5,-10.5,-1.7015,0.7749114036560059,25.687034606933594,25.687034606933594,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-4.5,61.5,-1.54,0.4408979117870331,28.386892318725586,28.386892318725586,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-4.5,101.5,-2.983333333333333,0.15927010774612427,28.76981544494629,28.76981544494629,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-4.5,102.5,-2.22,0.17683996260166168,28.7227725982666,28.7227725982666,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-4.5,117.5,-3.41,0.1187063530087471,28.856672286987305,28.856672286987305,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-4.5,133.5,-2.5610000000000004,0.253663569688797,28.26066017150879,28.26066017150879,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-3.5,-14.5,-1.51,0.7805649638175964,25.89790153503418,25.89790153503418,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-3.5,-13.5,-1.74,0.7761489152908325,25.83122444152832,25.83122444152832,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-3.5,-12.5,-1.77,0.7719327807426453,25.7661075592041,25.7661075592041,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-3.5,-11.5,-1.6209966666666695,0.7679104208946228,25.70867347717285,25.70867347717285,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-3.5,-10.5,-1.851,0.7638887166976929,25.650245666503906,25.650245666503906,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-3.5,-7.5,-1.58,0.7530514597892761,25.548730850219727,25.548730850219727,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-3.5,101.5,-3.065,0.15927010774612427,29.002286911010742,29.002286911010742,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-3.5,118.5,-3.13525,0.13375955820083618,29.031923294067383,29.031923294067383,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-3.5,161.5,-2.33,0.3195645809173584,29.45162010192871,29.45162010192871,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-2.5,-86.5,-0.99,0.2580186426639557,23.07137107849121,24.59328269958496,1,1,1,1,1,0,0,0,0,0,0,1
G. ruber,-2.5,-84.5,-1.57,0.2468332052230835,22.733064651489258,24.360713958740234,1,1,1,1,0,0,0,0,0,0,0,1
G. ruber,-2.5,-82.5,-1.4,0.23258116841316223,22.42388153076172,24.17116928100586,1,1,1,1,0,0,0,0,0,0,0,0
G. ruber,-2.5,-11.5,-1.585,0.7572026252746582,25.690813064575195,25.690813064575195,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-2.5,-10.5,-1.38,0.7523871660232544,25.64012908935547,25.64012908935547,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-2.5,-9.5,-1.62,0.7471898794174194,25.598161697387695,25.598161697387695,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-2.5,5.5,-1.45,0.5864265561103821,26.22923469543457,26.22923469543457,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-2.5,99.5,-3.098333333333333,0.14831389610966048,28.978235244750977,28.978235244750977,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-2.5,156.5,-2.4033333333333333,0.2882743775844574,29.428634643554688,29.428634643554688,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-1.5,-89.5,-1.6404999999999998,0.2387910932302475,23.23298454284668,24.91857147216797,1,1,1,1,1,0,0,0,0,0,0,1
G. ruber,-1.5,-86.5,-1.78,0.208304300904274,23.471529006958008,24.149492263793945,1,1,1,1,1,1,0,0,0,0,1,1
G. ruber,-1.5,-85.5,-1.53,0.20648373663425446,23.3995361328125,24.017438888549805,1,1,1,1,1,1,1,0,0,0,0,1
G. ruber,-1.5,-39.5,-1.8659999999999999,0.802876353263855,27.320205688476562,27.320205688476562,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-1.5,-34.5,-1.235,0.8099144697189331,27.243698120117188,27.243698120117188,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-1.5,-32.5,-0.9890000000000001,0.807589054107666,27.17755889892578,27.17755889892578,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-1.5,-12.5,-1.4475,0.7534311413764954,25.826879501342773,25.826879501342773,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-1.5,-11.5,-1.417087333333334,0.7467630505561829,25.774658203125,25.774658203125,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-1.5,-10.5,-1.405,0.7398836612701416,25.728158950805664,25.728158950805664,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-1.5,96.5,-2.48,0.21046867966651917,29.048860549926758,29.048860549926758,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-1.5,97.5,-2.925,0.18872575461864471,29.053556442260742,29.053556442260742,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-1.5,98.5,-2.22,0.1751548945903778,29.078744888305664,29.078744888305664,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,-82.5,-2.1,0.13177832961082458,24.49524688720703,24.49524688720703,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,-39.5,-1.376,0.8030734658241272,27.36009407043457,27.36009407043457,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,-25.5,-1.621,0.7892091274261475,26.845542907714844,26.845542907714844,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,-23.5,-1.604094,0.7855681777000427,26.72039794921875,26.72039794921875,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,-17.5,-1.534,0.7645334005355835,26.283750534057617,26.283750534057617,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,-10.5,-1.65,0.7260942459106445,25.97109031677246,25.97109031677246,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,-9.5,-1.31,0.7169950008392334,25.94763946533203,25.94763946533203,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,6.5,-1.22,0.4711313545703888,26.778411865234375,26.778411865234375,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,8.5,-1.77,0.4287927448749542,26.64963722229004,26.64963722229004,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,96.5,-2.9,0.20887817442417145,29.09290885925293,29.09290885925293,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,97.5,-2.6,0.18796896934509277,29.13570213317871,29.13570213317871,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,98.5,-2.9699999999999998,0.16478751599788666,29.263351440429688,29.263351440429688,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,99.5,-3.1175,0.1515678782016039,29.55580711364746,29.55580711364746,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,155.5,-2.17,0.3208765387535095,29.400392532348633,29.400392532348633,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,157.5,-2.565,0.3131452202796936,29.388154983520508,29.388154983520508,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,158.5,-2.25,0.29949650168418884,29.37975311279297,29.37975311279297,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,159.5,-2.13,0.2722403407096863,29.384946823120117,29.384946823120117,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,-0.5,160.5,-2.41,0.29617780447006226,29.39166831970215,29.39166831970215,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,0.5,-93.5,-1.37,0.1922726184129715,24.348291397094727,24.51873016357422,1,1,1,1,1,1,1,0,1,1,1,1
G. ruber,0.5,-92.5,-1.56,0.1823488026857376,24.25789451599121,24.432716369628906,1,1,1,1,1,1,1,0,1,1,1,1
G. ruber,0.5,-42.5,-1.7590000000000001,0.8117732405662537,27.439626693725586,27.439626693725586,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,0.5,-32.5,-1.781,0.7947357892990112,27.267784118652344,27.267784118652344,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,0.5,-31.5,-1.706,0.7922368049621582,27.23587989807129,27.23587989807129,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,0.5,-23.5,-1.4555,0.7726140022277832,26.913400650024414,26.913400650024414,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,0.5,-13.5,-1.53293888888889,0.7360559105873108,26.507814407348633,26.507814407348633,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,0.5,-9.5,-1.11,0.7007641792297363,26.34440040588379,26.34440040588379,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,0.5,5.5,-1.08,0.45846930146217346,27.159400939941406,27.159400939941406,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,0.5,8.5,-2.6537702582864204,0.3749721348285675,27.23097801208496,27.23097801208496,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,0.5,96.5,-2.72,0.20943373441696167,29.08553123474121,29.08553123474121,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,0.5,98.5,-3.095,0.1655896008014679,29.288766860961914,29.288766860961914,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,0.5,134.5,-3.04,0.2086130678653717,29.26262092590332,29.26262092590332,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,0.5,159.5,-2.3499999999999996,0.28499311208724976,29.363237380981445,29.363237380981445,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,1.5,-33.5,-1.8135,0.7901390790939331,27.38312530517578,27.38312530517578,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,1.5,-32.5,-2.06,0.7880619764328003,27.3654727935791,27.3654727935791,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,1.5,-30.5,-1.565,0.781783401966095,27.32404136657715,27.32404136657715,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,1.5,-25.5,-1.305518333333335,0.765473484992981,27.200716018676758,27.200716018676758,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,1.5,-10.5,-2.13,0.6949554085731506,26.851293563842773,26.851293563842773,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,1.5,3.5,-2.05,0.5186184048652649,27.497907638549805,27.497907638549805,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,1.5,45.5,-2.31,0.4381411373615265,26.82465362548828,26.82465362548828,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,1.5,67.5,-2.08,0.4617190957069397,28.959257125854492,28.959257125854492,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,1.5,96.5,-3.104,0.20435620844364166,29.0150089263916,29.0150089263916,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,1.5,98.5,-3.1975000000000002,0.18497290462255478,29.107460021972656,29.107460021972656,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,1.5,129.5,-2.59,0.22239595651626587,29.08735466003418,29.08735466003418,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,1.5,146.5,-2.31,0.22671635448932648,29.381309509277344,29.381309509277344,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,2.5,-90.5,-2.04,-0.005784221459180117,26.365385055541992,26.365385055541992,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,2.5,-89.5,-1.88,-0.040786538273096085,26.38045310974121,26.38045310974121,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,2.5,-87.5,-2.66,-0.07912685722112656,26.448869705200195,26.448869705200195,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,2.5,-35.5,-1.5010000000000001,0.7975857257843018,27.492189407348633,27.492189407348633,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,2.5,-33.5,-1.42,0.7844275236129761,27.46924591064453,27.46924591064453,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,2.5,-31.5,-1.81,0.7788153290748596,27.449392318725586,27.449392318725586,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,2.5,-30.5,-1.065,0.7748538255691528,27.44133186340332,27.44133186340332,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,2.5,-19.5,-1.6,0.7304481267929077,27.378700256347656,27.378700256347656,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,2.5,5.5,-2.11,0.40939685702323914,27.718704223632812,27.718704223632812,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,2.5,6.5,-1.94,0.3668898046016693,27.747404098510742,27.747404098510742,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,2.5,9.5,-2.365,0.2852213680744171,27.8552303314209,27.8552303314209,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,2.5,76.5,-1.56,0.38975274562835693,28.757551193237305,28.757551193237305,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,3.5,-46.5,-1.8599999999999999,0.22870004177093506,27.533723831176758,27.533723831176758,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,3.5,-41.5,-1.75,0.7968289256095886,27.562103271484375,27.562103271484375,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,3.5,-34.5,-1.6891526666666667,0.787875235080719,27.529739379882812,27.529739379882812,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,3.5,-32.5,-0.92,0.7777023911476135,27.518251419067383,27.518251419067383,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,3.5,6.5,-2.45,0.35036107897758484,27.992212295532227,27.992212295532227,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,3.5,95.5,-3.08,0.18183548748493195,29.277162551879883,29.277162551879883,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,3.5,96.5,-3.129166666666667,0.19627419114112854,29.43959617614746,29.43959617614746,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,4.5,-43.5,-2.1266666666666665,0.7706637978553772,27.582033157348633,27.582033157348633,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,4.5,-42.5,-1.84,0.7804499864578247,27.587310791015625,27.587310791015625,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,4.5,-41.5,-1.98,0.7901540398597717,27.584381103515625,27.584381103515625,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,4.5,-21.5,-1.67,0.7239539623260498,27.748640060424805,27.748640060424805,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,4.5,4.5,-2.03,0.4554956555366516,27.895219802856445,27.895219802856445,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,-48.5,-2.0749999999999997,-0.007429556455463171,27.623506546020508,27.623506546020508,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,-46.5,-2.0333333333333337,0.24652442336082458,27.61151123046875,27.61151123046875,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,-45.5,-2.08,0.4986690282821655,27.61016273498535,27.61016273498535,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,-44.5,-2.63,0.7353285551071167,27.61199378967285,27.61199378967285,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,-43.5,-2.35,0.7621111273765564,27.59925079345703,27.59925079345703,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,-34.5,-1.6749999999999998,0.7839621901512146,27.501798629760742,27.501798629760742,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,-33.5,-2.019,0.7782899737358093,27.48558807373047,27.48558807373047,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,-22.5,-2.0400357999999996,0.7271339297294617,27.699064254760742,27.699064254760742,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,-21.5,-1.8472701166666667,0.7222766280174255,27.76165199279785,27.76165199279785,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,1.5,-2.05,0.5744089484214783,27.056482315063477,27.056482315063477,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,3.5,-2.085,0.5131427049636841,27.7546443939209,27.7546443939209,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,60.5,-1.44,0.5132137537002563,28.44114112854004,28.44114112854004,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,73.5,-2.41,0.419638454914093,28.711210250854492,28.711210250854492,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,93.5,-2.23,0.17921659350395203,28.740449905395508,28.740449905395508,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,94.5,-2.67,0.15492071211338043,28.754684448242188,28.754684448242188,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,110.5,-3.26,0.12857435643672943,28.396608352661133,28.396608352661133,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,5.5,126.5,-2.81,0.22659334540367126,28.765960693359375,28.765960693359375,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,6.5,-44.5,-2.4,0.7494194507598877,27.621347427368164,27.621347427368164,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,6.5,-43.5,-2.3,0.7608094215393066,27.582656860351562,27.582656860351562,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,6.5,-26.5,-1.58,0.7474257946014404,27.394533157348633,27.394533157348633,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,6.5,-21.5,-0.94,0.7270411849021912,27.667478561401367,27.667478561401367,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,6.5,61.5,-2.2,0.5292482376098633,28.429494857788086,28.429494857788086,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,6.5,78.5,-2.14,0.3704570233821869,28.1329402923584,28.1329402923584,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,6.5,112.5,-3.2,0.13634680211544037,28.445602416992188,28.445602416992188,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,6.5,113.5,-2.96,0.13732269406318665,28.502214431762695,28.502214431762695,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,7.5,-83.5,-2.6100000000000003,-0.2416670173406601,28.292051315307617,28.292051315307617,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,7.5,-24.5,-1.2179113,0.7438772916793823,27.262319564819336,27.262319564819336,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,7.5,-20.5,-1.49,0.7314169406890869,27.552278518676758,27.552278518676758,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,7.5,76.5,-2.5025,0.39995646476745605,28.25742530822754,28.25742530822754,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,7.5,109.5,-3.0275,0.14446993172168732,28.1225528717041,28.1225528717041,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,8.5,-84.5,-3.0,-0.1962868869304657,28.500900268554688,28.500900268554688,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,8.5,-41.5,-1.5847633333333302,0.7803731560707092,27.243749618530273,27.243749618530273,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,8.5,-40.5,-1.8,0.7849626541137695,27.211898803710938,27.211898803710938,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,8.5,-39.5,-1.395,0.7883869409561157,27.191621780395508,27.191621780395508,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,8.5,75.5,-2.63,0.4093306064605713,28.483436584472656,28.483436584472656,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,8.5,109.5,-3.43,0.1495635062456131,28.005874633789062,28.005874633789062,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,8.5,110.5,-3.22,0.151032492518425,28.12894630432129,28.12894630432129,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,8.5,112.5,-3.04,0.1510031372308731,28.35407257080078,28.35407257080078,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,8.5,121.5,-2.516,0.23148541152477264,28.434473037719727,28.434473037719727,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,9.5,-39.5,-1.689,0.7974139451980591,26.970596313476562,26.970596313476562,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,9.5,109.5,-3.0649999999999995,0.1534312516450882,27.88578987121582,27.88578987121582,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,9.5,141.5,-2.57,0.17692288756370544,28.79913330078125,28.79913330078125,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,10.5,-81.5,-1.602208,0.7712122797966003,27.98780059814453,27.98780059814453,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,10.5,52.5,-1.68,0.5354698896408081,26.195823669433594,26.195823669433594,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,10.5,57.5,-1.33,0.54868483543396,27.224977493286133,27.224977493286133,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,10.5,74.5,-2.43,0.42772358655929565,28.69046974182129,28.69046974182129,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,10.5,75.5,-2.62,0.41934308409690857,28.68255615234375,28.68255615234375,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,10.5,95.5,-3.28,0.012505440972745419,28.552793502807617,28.552793502807617,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,10.5,115.5,-3.01,0.16137193143367767,28.488000869750977,28.488000869750977,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,11.5,-78.5,-1.97,0.7718155384063721,27.79848289489746,27.79848289489746,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,11.5,-66.5,-1.97,0.7560942769050598,26.978561401367188,26.978561401367188,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,11.5,-45.5,-1.393,0.7968704104423523,26.84862518310547,26.84862518310547,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,11.5,-42.5,-1.828,0.8229644298553467,26.607431411743164,26.607431411743164,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,11.5,44.5,-1.895,0.6734721064567566,28.037887573242188,28.037887573242188,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,11.5,94.5,-3.1,-0.009704727679491043,28.470109939575195,28.470109939575195,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,12.5,-78.5,-1.86,0.7880065441131592,27.72777557373047,27.72777557373047,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,12.5,-77.5,-1.9168866666666693,0.7861164212226868,27.677885055541992,27.677885055541992,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,12.5,-61.5,-1.908222222222222,0.6495618224143982,27.609338760375977,27.609338760375977,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,12.5,-17.5,-2.4425,0.7246462106704712,25.17075538635254,27.277050018310547,0,0,0,0,1,1,1,1,1,1,1,1
G. ruber,12.5,46.5,-1.82,0.6553695797920227,27.982107162475586,27.982107162475586,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,12.5,73.5,-2.16,0.47588714957237244,28.644323348999023,28.644323348999023,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,12.5,96.5,-3.34,-0.07726658135652542,28.59895896911621,28.59895896911621,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,12.5,119.5,-3.1,0.185385599732399,28.564767837524414,28.564767837524414,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,13.5,-79.5,-1.7286380000000001,0.8092051148414612,27.749839782714844,27.749839782714844,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,13.5,-74.5,-1.805,0.8168206810951233,27.3399600982666,27.3399600982666,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,13.5,58.5,-1.82,0.5867062211036682,26.929031372070312,26.929031372070312,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,13.5,73.5,-2.18,0.4947308301925659,28.5658016204834,28.5658016204834,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,14.5,-78.5,-1.9049479999999999,0.8230813145637512,27.73102378845215,27.73102378845215,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,14.5,-63.5,-2.025,0.7118305563926697,27.611928939819336,27.611928939819336,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,14.5,-61.5,-2.045,0.6751290559768677,27.805999755859375,27.805999755859375,1,1,1,1,1,1,1,1,1,1,1,1
G. ruber,14.5,-21.5,-0.841,0.7894615530967712,24.858055114746094,25.705163955688477,1,0,0,0,1,1,1,1,1,1,1,1
G. ruber,14.5,-20.5,-1.0,0.7816615104675293,24.800064086914062,25.775875091552734,1,0,0,0,1,1,1,1,1,1,1,1
G. ruber,14.5,-17.5,-2.3699999999999997,0.7390618191825019,24.3394832611084,27.127614974975586,0,0,0,0,0,1,1,1,1,1,1,1
